id,Y18
4752,19.275310516357422
4753,19.25341033935547
4754,19.201496124267578
4755,19.192974090576172
4756,19.22471046447754
4757,18.97209358215332
4758,19.22122573852539
4759,19.10649299621582
4760,18.98019790649414
4761,18.751869201660156
4762,18.94954490661621
4763,18.932430267333984
4764,18.88892364501953
4765,18.864770889282227
4766,18.803558349609375
4767,18.595130920410156
4768,18.237716674804688
4769,18.56952667236328
4770,18.745038986206055
4771,18.664560317993164
4772,18.699493408203125
4773,18.632633209228516
4774,18.76645278930664
4775,18.739906311035156
4776,18.727027893066406
4777,18.776220321655273
4778,17.77117919921875
4779,18.1148624420166
4780,18.870702743530273
4781,17.97016143798828
4782,17.791568756103516
4783,17.870040893554688
4784,17.739850997924805
4785,17.890403747558594
4786,17.85565185546875
4787,17.915842056274414
4788,18.449186325073242
4789,19.28142738342285
4790,19.57883071899414
4791,19.56218719482422
4792,20.73236846923828
4793,20.98756980895996
4794,22.031991958618164
4795,22.412708282470703
4796,21.865306854248047
4797,22.274503707885742
4798,23.455881118774414
4799,23.629812240600586
4800,23.390316009521484
4801,23.627748489379883
4802,23.863868713378906
4803,24.853008270263672
4804,25.405162811279297
4805,26.024442672729492
4806,26.397605895996094
4807,26.060094833374023
4808,27.78609848022461
4809,27.89718246459961
4810,28.627212524414062
4811,28.759056091308594
4812,30.38359832763672
4813,30.011436462402344
4814,30.127662658691406
4815,31.725791931152344
4816,30.30830955505371
4817,32.35350036621094
4818,33.228294372558594
4819,33.900760650634766
4820,34.35832214355469
4821,34.59502029418945
4822,34.75141143798828
4823,35.28009796142578
4824,34.9564208984375
4825,35.46440505981445
4826,35.61720275878906
4827,35.59968948364258
4828,35.722572326660156
4829,35.844947814941406
4830,35.80793762207031
4831,35.79262924194336
4832,35.92724609375
4833,35.771968841552734
4834,35.83643341064453
4835,35.7790412902832
4836,35.62461471557617
4837,35.952964782714844
4838,35.69275665283203
4839,35.82049560546875
4840,35.72534942626953
4841,35.706539154052734
4842,35.76384353637695
4843,35.760887145996094
4844,35.68525695800781
4845,35.844207763671875
4846,35.768402099609375
4847,35.73426818847656
4848,35.894474029541016
4849,35.67498016357422
4850,35.821998596191406
4851,34.408138275146484
4852,35.78862380981445
4853,35.722984313964844
4854,34.34041213989258
4855,35.573577880859375
4856,33.65422439575195
4857,35.034915924072266
4858,35.687339782714844
4859,35.53523635864258
4860,35.4273796081543
4861,34.21760559082031
4862,35.057281494140625
4863,34.86082458496094
4864,32.986846923828125
4865,34.973350524902344
4866,34.94685363769531
4867,34.443302154541016
4868,33.29316711425781
4869,32.61133575439453
4870,31.09296226501465
4871,29.94207763671875
4872,29.479656219482422
4873,28.795574188232422
4874,29.32581901550293
4875,28.712486267089844
4876,28.41270637512207
4877,27.947891235351562
4878,27.42302894592285
4879,26.98900604248047
4880,26.363330841064453
4881,26.210357666015625
4882,26.3382625579834
4883,26.133663177490234
4884,24.999540328979492
4885,25.754596710205078
4886,24.663372039794922
4887,25.741989135742188
4888,25.362829208374023
4889,25.19995880126953
4890,24.847919464111328
4891,24.65854835510254
4892,23.935951232910156
4893,24.397579193115234
4894,24.226591110229492
4895,23.427993774414062
4896,20.35417938232422
4897,20.177547454833984
4898,19.243471145629883
4899,19.15292739868164
4900,19.905244827270508
4901,19.899383544921875
4902,19.037172317504883
4903,18.983016967773438
4904,19.54573631286621
4905,19.18942642211914
4906,19.02728843688965
4907,18.948070526123047
4908,18.891176223754883
4909,18.779916763305664
4910,18.333599090576172
4911,18.263145446777344
4912,18.825021743774414
4913,18.4691162109375
4914,18.511470794677734
4915,18.515247344970703
4916,18.64780044555664
4917,18.61402702331543
4918,18.32564353942871
4919,17.705944061279297
4920,18.340566635131836
4921,18.409378051757812
4922,18.401630401611328
4923,18.25617027282715
4924,18.321727752685547
4925,18.23816680908203
4926,18.185157775878906
4927,17.449865341186523
4928,18.329792022705078
4929,18.46650505065918
4930,18.539440155029297
4931,18.313552856445312
4932,18.31346321105957
4933,18.371097564697266
4934,18.537090301513672
4935,18.747224807739258
4936,18.353923797607422
4937,19.589191436767578
4938,20.28640365600586
4939,20.964553833007812
4940,21.463600158691406
4941,22.17404556274414
4942,22.83034896850586
4943,23.24306297302246
4944,23.869548797607422
4945,23.951007843017578
4946,24.21341323852539
4947,24.568992614746094
4948,24.827308654785156
4949,24.991897583007812
4950,25.471242904663086
4951,25.727619171142578
4952,25.995576858520508
4953,26.28504180908203
4954,29.035913467407227
4955,28.95553970336914
4956,28.807106018066406
4957,28.794967651367188
4958,29.809734344482422
4959,29.40585708618164
4960,29.322402954101562
4961,31.277606964111328
4962,30.53923797607422
4963,31.856563568115234
4964,31.20905303955078
4965,32.397491455078125
4966,32.7145881652832
4967,32.83992004394531
4968,33.226932525634766
4969,33.26189041137695
4970,32.16069793701172
4971,33.28501892089844
4972,33.5408821105957
4973,34.513031005859375
4974,34.54096603393555
4975,34.47507095336914
4976,34.48019027709961
4977,34.972625732421875
4978,35.588218688964844
4979,35.51097869873047
4980,35.77566146850586
4981,35.73260498046875
4982,35.62570571899414
4983,35.79405212402344
4984,35.926517486572266
4985,35.85736083984375
4986,35.87411880493164
4987,35.92417907714844
4988,36.00847244262695
4989,35.97087097167969
4990,35.91062545776367
4991,35.929359436035156
4992,35.81766891479492
4993,35.843292236328125
4994,35.89360809326172
4995,35.87398147583008
4996,35.96990203857422
4997,35.77142333984375
4998,35.646568298339844
4999,35.845794677734375
5000,35.68012619018555
5001,35.80521011352539
5002,35.61138916015625
5003,35.69766616821289
5004,35.61368179321289
5005,35.52349853515625
5006,35.43655776977539
5007,35.19084548950195
5008,35.03926086425781
5009,34.4992561340332
5010,33.89482116699219
5011,33.53002166748047
5012,33.13787841796875
5013,32.49494934082031
5014,30.945606231689453
5015,30.359535217285156
5016,30.59001350402832
5017,29.445573806762695
5018,29.49504852294922
5019,28.728981018066406
5020,28.282257080078125
5021,27.475242614746094
5022,27.717742919921875
5023,27.83796501159668
5024,26.484081268310547
5025,26.034269332885742
5026,25.681678771972656
5027,25.80255126953125
5028,25.490745544433594
5029,25.65439224243164
5030,24.983516693115234
5031,25.081663131713867
5032,24.828689575195312
5033,24.643762588500977
5034,24.635597229003906
5035,24.525331497192383
5036,24.424972534179688
5037,24.28859519958496
5038,24.114654541015625
5039,23.278682708740234
5040,20.16628646850586
5041,20.124996185302734
5042,19.725467681884766
5043,20.018095016479492
5044,19.676301956176758
5045,18.975305557250977
5046,19.671249389648438
5047,19.710865020751953
5048,19.89432144165039
5049,19.093175888061523
5050,19.2337646484375
5051,19.145389556884766
5052,19.082366943359375
5053,19.166967391967773
5054,18.4619140625
5055,18.326122283935547
5056,18.266592025756836
5057,18.183534622192383
5058,18.84769630432129
5059,18.654830932617188
5060,18.703948974609375
5061,18.3426513671875
5062,17.835594177246094
5063,17.732080459594727
5064,18.12358856201172
5065,18.264694213867188
5066,17.574810028076172
5067,17.518295288085938
5068,18.144466400146484
5069,18.13936996459961
5070,18.08370018005371
5071,17.88665771484375
5072,17.861488342285156
5073,17.822246551513672
5074,17.829776763916016
5075,17.860788345336914
5076,18.077892303466797
5077,18.386226654052734
5078,18.78386116027832
5079,19.163990020751953
5080,19.856616973876953
5081,20.453805923461914
5082,21.494171142578125
5083,22.31918716430664
5084,22.786460876464844
5085,22.956195831298828
5086,23.33039093017578
5087,23.694019317626953
5088,23.89422035217285
5089,24.09760284423828
5090,24.391782760620117
5091,24.92989730834961
5092,25.4404296875
5093,25.902694702148438
5094,26.814496994018555
5095,28.352962493896484
5096,28.30047607421875
5097,28.874013900756836
5098,29.64218521118164
5099,30.667171478271484
5100,30.044435501098633
5101,31.414016723632812
5102,32.17076110839844
5103,32.894065856933594
5104,31.558502197265625
5105,33.881439208984375
5106,34.54244613647461
5107,34.494667053222656
5108,33.28498077392578
5109,35.54655456542969
5110,35.353248596191406
5111,35.90959548950195
5112,35.69353485107422
5113,35.872642517089844
5114,35.95851135253906
5115,35.89115905761719
5116,36.04164123535156
5117,35.9533805847168
5118,35.45856857299805
5119,35.92816162109375
5120,35.96819305419922
5121,35.98902130126953
5122,35.93733215332031
5123,35.89985275268555
5124,35.92772674560547
5125,35.06752395629883
5126,35.856689453125
5127,36.062347412109375
5128,35.89311599731445
5129,35.978240966796875
5130,35.90007781982422
5131,35.15306091308594
5132,35.869346618652344
5133,35.31597137451172
5134,33.98280334472656
5135,36.02839279174805
5136,35.96038055419922
5137,36.03336715698242
5138,35.90074157714844
5139,35.95036315917969
5140,35.6888427734375
5141,35.91741180419922
5142,36.01306915283203
5143,34.14319610595703
5144,35.92102813720703
5145,35.841453552246094
5146,36.146263122558594
5147,36.02197265625
5148,35.97383499145508
5149,35.88575744628906
5150,35.99293518066406
5151,35.88759994506836
5152,35.897064208984375
5153,33.93780517578125
5154,35.27370071411133
5155,35.22504425048828
5156,34.419227600097656
5157,33.186988830566406
5158,31.61880874633789
5159,32.5050048828125
5160,32.818687438964844
5161,31.196195602416992
5162,31.799030303955078
5163,31.311962127685547
5164,30.15101432800293
5165,29.41431999206543
5166,29.283645629882812
5167,29.360111236572266
5168,29.94771957397461
5169,29.83025550842285
5170,29.41293716430664
5171,28.906959533691406
5172,29.137556076049805
5173,27.847219467163086
5174,28.350116729736328
5175,26.897985458374023
5176,27.530029296875
5177,27.133132934570312
5178,27.02702522277832
5179,25.7331600189209
5180,26.17072296142578
5181,25.08511734008789
5182,25.35971450805664
5183,25.300004959106445
5184,21.23729705810547
5185,21.061513900756836
5186,21.124727249145508
5187,21.16282081604004
5188,21.05150604248047
5189,20.381685256958008
5190,20.777162551879883
